SampleID,Cancertype,Sampletype,ImTHscore
TCGA-IG-A625-01A-11R-A31P-31,esca,tumor,2.810352666
TCGA-IG-A6QS-01A-12R-A336-31,esca,tumor,2.329384744
TCGA-IG-A7DP-01A-31R-A336-31,esca,tumor,2.79912795
TCGA-IG-A8O2-01A-11R-A36D-31,esca,tumor,3.220024304
TCGA-IG-A97H-01A-11R-A38D-31,esca,tumor,1.745841995
TCGA-IG-A97I-01A-11R-A38D-31,esca,tumor,1.451908204
TCGA-JY-A6F8-01A-11R-A336-31,esca,tumor,2.627657184
TCGA-JY-A6FA-01A-11R-A336-31,esca,tumor,3.202473069
TCGA-JY-A6FB-01A-11R-A336-31,esca,tumor,2.400647923
TCGA-JY-A6FD-01A-11R-A336-31,esca,tumor,2.692801993
TCGA-JY-A6FE-01A-11R-A336-31,esca,tumor,1.924997026
TCGA-JY-A6FG-01A-11R-A336-31,esca,tumor,2.795728438
TCGA-JY-A6FH-01A-11R-A336-31,esca,tumor,2.977381663
TCGA-JY-A938-01A-11R-A37I-31,esca,tumor,3.095546881
TCGA-JY-A939-01A-12R-A37I-31,esca,tumor,2.72788073
TCGA-JY-A93C-01A-11R-A38D-31,esca,tumor,2.74812668
TCGA-JY-A93D-01A-11R-A38D-31,esca,tumor,2.565519906
TCGA-JY-A93E-01A-11R-A37I-31,esca,tumor,2.770686888
TCGA-JY-A93F-01A-21R-A37I-31,esca,tumor,3.034004868
TCGA-KH-A6WC-01A-11R-A336-31,esca,tumor,2.873038043
TCGA-L5-A43C-01A-11R-A24K-31,esca,tumor,2.729345054
TCGA-L5-A43E-01A-11R-A24K-31,esca,tumor,2.832426714
TCGA-L5-A43H-01A-11R-A24K-31,esca,tumor,2.750726769
TCGA-L5-A43I-01A-11R-A24K-31,esca,tumor,2.869346495
TCGA-L5-A43J-01A-12R-A24K-31,esca,tumor,1.989946323
TCGA-L5-A43M-01A-11R-A24K-31,esca,tumor,2.767621025
TCGA-L5-A4OE-01A-11R-A260-31,esca,tumor,2.803459627
TCGA-L5-A4OF-01A-11R-A260-31,esca,tumor,2.785474996
TCGA-L5-A4OG-01A-11R-A260-31,esca,tumor,2.682003584
TCGA-L5-A4OH-01A-11R-A260-31,esca,tumor,2.75055377
TCGA-L5-A4OI-01A-11R-A36D-31,esca,tumor,2.629368352
TCGA-L5-A4OJ-01A-11R-A260-31,esca,tumor,2.92702664
TCGA-L5-A4OM-01A-11R-A260-31,esca,tumor,2.746101621
TCGA-L5-A4ON-01A-11R-A260-31,esca,tumor,2.741359779
TCGA-L5-A4OO-01A-11R-A260-31,esca,tumor,3.014229549
TCGA-L5-A4OP-01A-11R-A260-31,esca,tumor,2.869427774
TCGA-L5-A4OQ-01A-11R-A260-31,esca,tumor,2.577317315
TCGA-L5-A4OR-01A-11R-A260-31,esca,tumor,2.654425143
TCGA-L5-A4OS-01A-11R-A28J-31,esca,tumor,2.278124101
TCGA-L5-A4OT-01A-11R-A28J-31,esca,tumor,2.398617545
TCGA-L5-A4OU-01A-11R-A28J-31,esca,tumor,2.874920824
TCGA-L5-A4OW-01A-11R-A28J-31,esca,tumor,2.807573971
TCGA-L5-A4OX-01A-21R-A28J-31,esca,tumor,2.92069661
TCGA-L5-A88S-01A-11R-A36D-31,esca,tumor,2.039337603
TCGA-L5-A88T-01A-11R-A354-31,esca,tumor,2.971920491
TCGA-L5-A88V-01A-11R-A354-31,esca,tumor,2.821421591
TCGA-L5-A88W-01A-11R-A354-31,esca,tumor,3.021466106
TCGA-L5-A88Y-01A-11R-A354-31,esca,tumor,2.621940105
TCGA-L5-A88Z-01A-11R-A36D-31,esca,tumor,2.273280461
TCGA-L5-A891-01A-11R-A36D-31,esca,tumor,3.218852499
TCGA-L5-A893-01A-11R-A36D-31,esca,tumor,2.78568214
TCGA-L5-A8NE-01A-11R-A37I-31,esca,tumor,2.788277648
TCGA-L5-A8NF-01A-11R-A37I-31,esca,tumor,2.017081051
TCGA-L5-A8NG-01A-11R-A37I-31,esca,tumor,2.955761191
TCGA-L5-A8NH-01A-11R-A37I-31,esca,tumor,2.919904937
TCGA-L5-A8NI-01A-11R-A37I-31,esca,tumor,2.632485229
TCGA-L5-A8NJ-01A-11R-A36D-31,esca,tumor,2.876941082
TCGA-L5-A8NK-01A-21R-A37I-31,esca,tumor,2.637006707
TCGA-L5-A8NL-01A-12R-A37I-31,esca,tumor,2.272108339
TCGA-L5-A8NM-01A-11R-A37I-31,esca,tumor,2.824775712
TCGA-L5-A8NN-01A-11R-A37I-31,esca,tumor,2.401014454
TCGA-L5-A8NQ-01A-11R-A36D-31,esca,tumor,2.456491514
TCGA-L5-A8NR-01A-11R-A37I-31,esca,tumor,2.342994375
TCGA-L5-A8NS-01A-12R-A37I-31,esca,tumor,2.5772422
TCGA-L5-A8NT-01A-11R-A37I-31,esca,tumor,2.654680849
TCGA-L5-A8NU-01A-11R-A36D-31,esca,tumor,3.095517495
TCGA-L5-A8NV-01A-11R-A37I-31,esca,tumor,2.881262386
TCGA-L5-A8NW-01A-11R-A37I-31,esca,tumor,2.753551282
TCGA-L7-A56G-01A-21R-A260-31,esca,tumor,2.728143518
TCGA-L7-A6VZ-01A-12R-A336-31,esca,tumor,2.934259209
TCGA-LN-A49K-01A-11R-A24K-31,esca,tumor,2.614990701
TCGA-LN-A49L-01A-11R-A24K-31,esca,tumor,2.079428759
TCGA-LN-A49M-01A-21R-A260-31,esca,tumor,1.343863619
TCGA-LN-A49N-01A-11R-A24K-31,esca,tumor,2.249843557
TCGA-LN-A49O-01A-11R-A24K-31,esca,tumor,2.248434196
TCGA-LN-A49P-01A-11R-A24K-31,esca,tumor,2.112462129
TCGA-LN-A49R-01A-11R-A24K-31,esca,tumor,2.260727777
TCGA-LN-A49S-01A-11R-A24K-31,esca,tumor,2.659374695
TCGA-LN-A49U-01A-31R-A260-31,esca,tumor,2.390097277
TCGA-LN-A49V-01A-11R-A24K-31,esca,tumor,2.456390354
TCGA-LN-A49W-01A-11R-A260-31,esca,tumor,2.571779342
TCGA-LN-A49X-01A-31R-A260-31,esca,tumor,2.327591983
TCGA-LN-A49Y-01A-11R-A260-31,esca,tumor,2.934220122
TCGA-LN-A4A1-01A-21R-A260-31,esca,tumor,2.033339985
TCGA-LN-A4A2-01A-31R-A260-31,esca,tumor,1.99167076
TCGA-LN-A4A3-01A-11R-A260-31,esca,tumor,2.601028264
TCGA-LN-A4A4-01A-11R-A260-31,esca,tumor,2.140306912
TCGA-LN-A4A5-01A-21R-A260-31,esca,tumor,2.585789452
TCGA-LN-A4A6-01A-11R-A260-31,esca,tumor,1.936106396
TCGA-LN-A4A8-01A-32R-A260-31,esca,tumor,2.917322551
TCGA-LN-A4A9-01A-11R-A28J-31,esca,tumor,2.226514985
TCGA-LN-A4MQ-01A-11R-A28J-31,esca,tumor,3.293967108
TCGA-LN-A4MR-01A-11R-A28J-31,esca,tumor,1.999873052
TCGA-LN-A5U5-01A-21R-A28J-31,esca,tumor,2.728488264
TCGA-LN-A5U6-01A-11R-A28J-31,esca,tumor,2.290966189
TCGA-LN-A5U7-01A-11R-A31P-31,esca,tumor,2.244202691
TCGA-LN-A7HV-01A-21R-A354-31,esca,tumor,2.828075122
TCGA-LN-A7HW-01A-22R-A354-31,esca,tumor,1.978794512
TCGA-LN-A7HX-01A-11R-A336-31,esca,tumor,2.169480813
TCGA-LN-A7HY-01A-12R-A354-31,esca,tumor,2.544803617
TCGA-LN-A7HZ-01A-31R-A354-31,esca,tumor,2.756957112
TCGA-LN-A8HZ-01A-11R-A36D-31,esca,tumor,2.932679754
TCGA-LN-A8I0-01A-11R-A36D-31,esca,tumor,2.150628118
TCGA-LN-A8I1-01A-11R-A36D-31,esca,tumor,2.858530921
TCGA-LN-A9FO-01A-11R-A38D-31,esca,tumor,2.258458855
TCGA-LN-A9FP-01A-31R-A38D-31,esca,tumor,2.44381226
TCGA-LN-A9FQ-01A-31R-A38D-31,esca,tumor,2.364173447
TCGA-LN-A9FR-01A-11R-A38D-31,esca,tumor,2.205188924
TCGA-M9-A5M8-01A-11R-A28J-31,esca,tumor,2.994761754
TCGA-Q9-A6FU-01A-11R-A31P-31,esca,tumor,2.614804355
TCGA-Q9-A6FW-01A-31R-A31P-31,esca,tumor,2.940840525
TCGA-R6-A6DN-01B-11R-A31P-31,esca,tumor,2.344451764
TCGA-R6-A6DQ-01B-11R-A31P-31,esca,tumor,2.816468974
TCGA-R6-A6KZ-01A-11R-A31P-31,esca,tumor,2.69757445
TCGA-R6-A6L4-01A-11R-A31P-31,esca,tumor,2.642981073
TCGA-R6-A6L6-01B-11R-A336-31,esca,tumor,2.359355029
TCGA-R6-A6XG-01B-11R-A336-31,esca,tumor,2.217754884
TCGA-R6-A6XQ-01B-11R-A336-31,esca,tumor,2.726101962
TCGA-R6-A6Y0-01B-11R-A336-31,esca,tumor,2.520423247
TCGA-R6-A6Y2-01B-11R-A336-31,esca,tumor,2.584425435
TCGA-R6-A8W5-01B-11R-A37I-31,esca,tumor,2.415640487
TCGA-R6-A8W8-01B-11R-A37I-31,esca,tumor,2.720861611
TCGA-R6-A8WC-01A-11R-A37I-31,esca,tumor,2.564182494
TCGA-R6-A8WG-01A-11R-A37I-31,esca,tumor,2.143072883
TCGA-RE-A7BO-01A-11R-A336-31,esca,tumor,2.807239565
TCGA-S8-A6BV-01A-21R-A31P-31,esca,tumor,1.955024264
TCGA-S8-A6BW-01A-11R-A31P-31,esca,tumor,2.55326178
TCGA-V5-A7RB-01A-11R-A354-31,esca,tumor,2.911093044
TCGA-V5-A7RC-06A-11R-A406-31,esca,tumor,2.376046062
TCGA-V5-A7RC-01B-11R-A406-31,esca,tumor,2.649121879
TCGA-V5-A7RE-01A-11R-A354-31,esca,tumor,2.869618157
TCGA-V5-AASV-01A-11R-A38D-31,esca,tumor,2.515637489
TCGA-V5-AASW-01A-11R-A406-31,esca,tumor,2.955627072
TCGA-V5-AASX-01A-11R-A38D-31,esca,tumor,2.888378518
TCGA-VR-A8EO-01A-11R-A36D-31,esca,tumor,2.807780179
TCGA-VR-A8EP-01A-31R-A406-31,esca,tumor,2.752656414
TCGA-VR-A8EQ-01A-11R-A36D-31,esca,tumor,2.569914828
TCGA-VR-A8ER-01A-11R-A36D-31,esca,tumor,2.237795398
TCGA-VR-A8ET-01A-11R-A406-31,esca,tumor,2.589803014
TCGA-VR-A8EU-01A-11R-A36D-31,esca,tumor,2.243183026
TCGA-VR-A8EW-01A-11R-A36D-31,esca,tumor,2.010536862
TCGA-VR-A8EX-01A-11R-A36D-31,esca,tumor,2.89489159
TCGA-VR-A8EY-01A-11R-A36D-31,esca,tumor,2.544281213
TCGA-VR-A8EZ-01A-11R-A36D-31,esca,tumor,2.816922691
TCGA-VR-A8Q7-01A-11R-A37I-31,esca,tumor,2.254142096
TCGA-VR-AA4D-01A-11R-A37I-31,esca,tumor,2.537094302
TCGA-VR-AA4G-01A-11R-A37I-31,esca,tumor,2.667548512
TCGA-VR-AA7B-01A-31R-A406-31,esca,tumor,2.292901943
TCGA-VR-AA7D-01A-11R-A406-31,esca,tumor,2.26898762
TCGA-VR-AA7I-01A-11R-A406-31,esca,tumor,2.794433429
TCGA-X8-AAAR-01A-11R-A406-31,esca,tumor,2.862855462
TCGA-XP-A8T6-01A-11R-A36D-31,esca,tumor,2.386680162
TCGA-XP-A8T8-01A-11R-A36D-31,esca,tumor,3.125319479
TCGA-Z6-A8JD-01A-11R-A36D-31,esca,tumor,2.588714223
TCGA-Z6-A8JE-01A-11R-A37I-31,esca,tumor,1.86258066
TCGA-Z6-A9VB-01A-21R-A37I-31,esca,tumor,2.694237727
TCGA-Z6-AAPN-01A-11R-A406-31,esca,tumor,2.428681245
TCGA-ZR-A9CJ-01B-11R-A38D-31,esca,tumor,2.720548805
TCGA-02-0047-01A-01R-1849-01,gbm,tumor,1.739366203
TCGA-02-0055-01A-01R-1849-01,gbm,tumor,2.843023046
TCGA-02-2483-01A-01R-1849-01,gbm,tumor,2.3259365
TCGA-02-2485-01A-01R-1849-01,gbm,tumor,2.231056412
TCGA-02-2486-01A-01R-1849-01,gbm,tumor,2.141117903
TCGA-06-0125-01A-01R-1849-01,gbm,tumor,2.665032957
TCGA-06-0125-02A-11R-2005-01,gbm,tumor,2.91109125
TCGA-06-0129-01A-01R-1849-01,gbm,tumor,2.192239607
TCGA-06-0130-01A-01R-1849-01,gbm,tumor,1.904896298
TCGA-06-0132-01A-02R-1849-01,gbm,tumor,1.77835521
TCGA-06-0138-01A-02R-1849-01,gbm,tumor,1.603654949
TCGA-06-0141-01A-01R-1849-01,gbm,tumor,1.659768955
TCGA-06-0152-02A-01R-2005-01,gbm,tumor,1.926367761
TCGA-06-0156-01A-03R-1849-01,gbm,tumor,2.369220704
TCGA-06-0157-01A-01R-1849-01,gbm,tumor,2.227858867
TCGA-06-0158-01A-01R-1849-01,gbm,tumor,1.930686014
TCGA-06-0168-01A-01R-1849-01,gbm,tumor,2.19406436
TCGA-06-0171-02A-11R-2005-01,gbm,tumor,2.349012669
TCGA-06-0174-01A-01R-1849-01,gbm,tumor,2.25648214
TCGA-06-0178-01A-01R-1849-01,gbm,tumor,2.070562455
TCGA-06-0184-01A-01R-1849-01,gbm,tumor,2.129385855
TCGA-06-0187-01A-01R-1849-01,gbm,tumor,2.654834489
TCGA-06-0190-01A-01R-1849-01,gbm,tumor,1.800146508
TCGA-06-0190-02A-01R-2005-01,gbm,tumor,2.086231893
TCGA-06-0210-01A-01R-1849-01,gbm,tumor,2.647574277
TCGA-06-0210-02A-01R-2005-01,gbm,tumor,1.705294462
TCGA-06-0211-01B-01R-1849-01,gbm,tumor,1.589230074
TCGA-06-0211-02A-02R-2005-01,gbm,tumor,2.506487731
TCGA-06-0219-01A-01R-1849-01,gbm,tumor,2.072495713
TCGA-06-0221-02A-11R-2005-01,gbm,tumor,2.413039968
TCGA-06-0238-01A-02R-1849-01,gbm,tumor,1.647701472
TCGA-06-0644-01A-02R-1849-01,gbm,tumor,1.946681294
TCGA-06-0645-01A-01R-1849-01,gbm,tumor,2.347330019
TCGA-06-0646-01A-01R-1849-01,gbm,tumor,2.505323313
TCGA-06-0649-01B-01R-1849-01,gbm,tumor,2.103001738
TCGA-06-0686-01A-01R-1849-01,gbm,tumor,2.010686495
TCGA-06-0743-01A-01R-1849-01,gbm,tumor,1.738915252
TCGA-06-0744-01A-01R-1849-01,gbm,tumor,2.485708037
TCGA-06-0745-01A-01R-1849-01,gbm,tumor,1.817191627
TCGA-06-0747-01A-01R-1849-01,gbm,tumor,3.103631072
TCGA-06-0749-01A-01R-1849-01,gbm,tumor,2.193146625
TCGA-06-0750-01A-01R-1849-01,gbm,tumor,2.35994941
TCGA-06-0878-01A-01R-1849-01,gbm,tumor,1.756634944
TCGA-06-0882-01A-01R-1849-01,gbm,tumor,1.707471103
TCGA-06-1804-01A-01R-1849-01,gbm,tumor,2.581667855
TCGA-06-2557-01A-01R-1849-01,gbm,tumor,1.832697033
TCGA-06-2558-01A-01R-1849-01,gbm,tumor,2.339635513
TCGA-06-2559-01A-01R-1849-01,gbm,tumor,2.016872883
TCGA-06-2561-01A-02R-1849-01,gbm,tumor,2.278502507
TCGA-06-2562-01A-01R-1849-01,gbm,tumor,1.789525055
TCGA-06-2563-01A-01R-1849-01,gbm,tumor,2.19372723
TCGA-06-2564-01A-01R-1849-01,gbm,tumor,2.48799751
TCGA-06-2565-01A-01R-1849-01,gbm,tumor,2.138804086
TCGA-06-2567-01A-01R-1849-01,gbm,tumor,2.496961786
TCGA-06-2569-01A-01R-1849-01,gbm,tumor,2.099477427
TCGA-06-2570-01A-01R-1849-01,gbm,tumor,2.194329162
TCGA-06-5408-01A-01R-1849-01,gbm,tumor,2.334030959
TCGA-06-5410-01A-01R-1849-01,gbm,tumor,1.675089826
TCGA-06-5411-01A-01R-1849-01,gbm,tumor,2.284361189
TCGA-06-5412-01A-01R-1849-01,gbm,tumor,1.815685208
TCGA-06-5413-01A-01R-1849-01,gbm,tumor,1.910532129
TCGA-06-5414-01A-01R-1849-01,gbm,tumor,2.037852787
TCGA-06-5415-01A-01R-1849-01,gbm,tumor,2.33432575
TCGA-06-5416-01A-01R-1849-01,gbm,tumor,1.834725712
TCGA-06-5417-01A-01R-1849-01,gbm,tumor,2.288998314
TCGA-06-5418-01A-01R-1849-01,gbm,tumor,2.438160851
TCGA-06-5856-01A-01R-1849-01,gbm,tumor,2.024099173
TCGA-06-5858-01A-01R-1849-01,gbm,tumor,2.327704302
TCGA-06-5859-01A-01R-1849-01,gbm,tumor,2.096816021
TCGA-08-0386-01A-01R-1849-01,gbm,tumor,2.697825919
TCGA-12-0616-01A-01R-1849-01,gbm,tumor,2.277048188
TCGA-12-0618-01A-01R-1849-01,gbm,tumor,2.620106031
TCGA-12-0619-01A-01R-1849-01,gbm,tumor,2.512538653
TCGA-12-0821-01A-01R-1849-01,gbm,tumor,1.625789787
TCGA-12-1597-01B-01R-1849-01,gbm,tumor,2.29310808
TCGA-12-3650-01A-01R-1849-01,gbm,tumor,2.513159503
TCGA-12-3652-01A-01R-1849-01,gbm,tumor,2.484277505
TCGA-12-3653-01A-01R-1849-01,gbm,tumor,2.411708708
TCGA-12-5295-01A-01R-1849-01,gbm,tumor,2.499514127
TCGA-12-5299-01A-02R-1849-01,gbm,tumor,2.402205322
TCGA-14-0736-02A-01R-2005-01,gbm,tumor,2.549788358
TCGA-14-0781-01B-01R-1849-01,gbm,tumor,2.265229113
TCGA-14-0787-01A-01R-1849-01,gbm,tumor,2.490850528
TCGA-14-0789-01A-01R-1849-01,gbm,tumor,2.277947067
TCGA-14-0790-01B-01R-1849-01,gbm,tumor,2.214469975
TCGA-14-0817-01A-01R-1849-01,gbm,tumor,1.712547922
TCGA-14-1034-01A-01R-1849-01,gbm,tumor,2.739126101
TCGA-14-1034-02B-01R-2005-01,gbm,tumor,2.666153523
TCGA-14-1402-02A-01R-2005-01,gbm,tumor,1.923624027
TCGA-14-1823-01A-01R-1849-01,gbm,tumor,2.005181743
TCGA-14-1825-01A-01R-1850-01,gbm,tumor,2.517936475
TCGA-14-1829-01A-01R-1850-01,gbm,tumor,1.985368881
TCGA-14-2554-01A-01R-1850-01,gbm,tumor,2.432917359
TCGA-15-0742-01A-01R-1850-01,gbm,tumor,2.462359831
TCGA-15-1444-01A-02R-1850-01,gbm,tumor,2.700032731
TCGA-16-0846-01A-01R-1850-01,gbm,tumor,2.037119493
TCGA-16-1045-01B-01R-1850-01,gbm,tumor,2.061333233
TCGA-19-0957-02A-11R-2005-01,gbm,tumor,2.2810312
TCGA-19-1389-02A-21R-2005-01,gbm,tumor,2.436479957
TCGA-19-1390-01A-01R-1850-01,gbm,tumor,2.813508686
TCGA-19-1787-01B-01R-1850-01,gbm,tumor,2.31280366
TCGA-19-2619-01A-01R-1850-01,gbm,tumor,2.451044262
TCGA-19-2620-01A-01R-1850-01,gbm,tumor,3.022193844
TCGA-19-2624-01A-01R-1850-01,gbm,tumor,2.585925463
TCGA-19-2625-01A-01R-1850-01,gbm,tumor,2.778214092
TCGA-19-2629-01A-01R-1850-01,gbm,tumor,2.174433114
TCGA-19-4065-01A-01R-2005-01,gbm,tumor,1.947179339
TCGA-19-4065-02A-11R-2005-01,gbm,tumor,2.614653997
TCGA-19-5960-01A-11R-1850-01,gbm,tumor,2.555768425
TCGA-26-1442-01A-01R-1850-01,gbm,tumor,2.915857952
TCGA-26-5132-01A-01R-1850-01,gbm,tumor,2.121816683
TCGA-26-5133-01A-01R-1850-01,gbm,tumor,2.798861155
TCGA-26-5134-01A-01R-1850-01,gbm,tumor,1.550399156
TCGA-26-5135-01A-01R-1850-01,gbm,tumor,1.990847446
TCGA-26-5136-01B-01R-1850-01,gbm,tumor,1.892651652
TCGA-26-5139-01A-01R-1850-01,gbm,tumor,1.942760386
TCGA-27-1830-01A-01R-1850-01,gbm,tumor,2.29750183
TCGA-27-1831-01A-01R-1850-01,gbm,tumor,1.661850715
TCGA-27-1832-01A-01R-1850-01,gbm,tumor,1.905928959
TCGA-27-1834-01A-01R-1850-01,gbm,tumor,1.975618815
TCGA-27-1835-01A-01R-1850-01,gbm,tumor,2.506774267
TCGA-27-1837-01A-01R-1850-01,gbm,tumor,2.266498181
TCGA-27-2519-01A-01R-1850-01,gbm,tumor,1.953416646
TCGA-27-2521-01A-01R-1850-01,gbm,tumor,2.282218429
TCGA-27-2523-01A-01R-1850-01,gbm,tumor,1.635694192
TCGA-27-2524-01A-01R-1850-01,gbm,tumor,1.732012661
TCGA-27-2526-01A-01R-1850-01,gbm,tumor,2.141659099
TCGA-27-2528-01A-01R-1850-01,gbm,tumor,1.723511977
TCGA-28-1747-01C-01R-1850-01,gbm,tumor,2.209014943
TCGA-28-1753-01A-01R-1850-01,gbm,tumor,1.120612144
TCGA-28-2499-01A-01R-1850-01,gbm,tumor,2.215732922
TCGA-28-2509-01A-01R-1850-01,gbm,tumor,2.936947011
TCGA-28-2510-01A-01R-1850-01,gbm,tumor,2.36960103
TCGA-28-2513-01A-01R-1850-01,gbm,tumor,2.508688096
TCGA-28-2514-01A-02R-1850-01,gbm,tumor,2.830205958
TCGA-28-5204-01A-01R-1850-01,gbm,tumor,2.253019171
TCGA-28-5207-01A-01R-1850-01,gbm,tumor,2.237010737
TCGA-28-5208-01A-01R-1850-01,gbm,tumor,2.281114653
TCGA-28-5209-01A-01R-1850-01,gbm,tumor,1.823450651
TCGA-28-5213-01A-01R-1850-01,gbm,tumor,2.423421708
TCGA-28-5215-01A-01R-1850-01,gbm,tumor,1.662379171
TCGA-28-5216-01A-01R-1850-01,gbm,tumor,2.489787171
TCGA-28-5218-01A-01R-1850-01,gbm,tumor,1.588964962
TCGA-28-5220-01A-01R-1850-01,gbm,tumor,1.859451312
TCGA-32-1970-01A-01R-1850-01,gbm,tumor,2.709109295
TCGA-32-1980-01A-01R-1850-01,gbm,tumor,1.211638942
TCGA-32-1982-01A-01R-1850-01,gbm,tumor,2.619088852
TCGA-32-2615-01A-01R-1850-01,gbm,tumor,2.651974155
TCGA-32-2616-01A-01R-1850-01,gbm,tumor,2.131903191
TCGA-32-2632-01A-01R-1850-01,gbm,tumor,2.10546776
TCGA-32-2634-01A-01R-1850-01,gbm,tumor,1.453041513
TCGA-32-2638-01A-01R-1850-01,gbm,tumor,2.568382544
TCGA-32-4213-01A-01R-1850-01,gbm,tumor,1.901029169
TCGA-32-5222-01A-01R-1850-01,gbm,tumor,2.348039074
TCGA-41-2571-01A-01R-1850-01,gbm,tumor,2.38470652
TCGA-41-2572-01A-01R-1850-01,gbm,tumor,2.490656028
TCGA-41-3915-01A-01R-1850-01,gbm,tumor,2.184882903
TCGA-41-4097-01A-01R-1850-01,gbm,tumor,2.005454009
TCGA-41-5651-01A-01R-1850-01,gbm,tumor,1.781785008
TCGA-76-4925-01A-01R-1850-01,gbm,tumor,2.308815064
TCGA-76-4926-01B-01R-1850-01,gbm,tumor,2.342920798
TCGA-76-4927-01A-01R-1850-01,gbm,tumor,2.170872279
TCGA-76-4928-01B-01R-1850-01,gbm,tumor,2.473187852
TCGA-76-4929-01A-01R-1850-01,gbm,tumor,2.240533457
TCGA-76-4931-01A-01R-1850-01,gbm,tumor,2.293654346
TCGA-76-4932-01A-01R-1850-01,gbm,tumor,2.623737641
TCGA-4P-AA8J-01A-11R-A39I-07,hnsc,tumor,2.069273222
TCGA-BA-4074-01A-01R-1436-07,hnsc,tumor,2.437613501
TCGA-BA-4075-01A-01R-1436-07,hnsc,tumor,2.213263218
TCGA-BA-4076-01A-01R-1436-07,hnsc,tumor,2.739705498
TCGA-BA-4077-01B-01R-1436-07,hnsc,tumor,2.447185889
TCGA-BA-4078-01A-01R-1436-07,hnsc,tumor,2.88002261
TCGA-BA-5149-01A-01R-1514-07,hnsc,tumor,2.559248828
TCGA-BA-5151-01A-01R-1436-07,hnsc,tumor,2.721079791
TCGA-BA-5152-01A-02R-1873-07,hnsc,tumor,2.906305518
TCGA-BA-5153-01A-01R-1436-07,hnsc,tumor,2.715129014
TCGA-BA-5555-01A-01R-1514-07,hnsc,tumor,2.896834261
TCGA-BA-5556-01A-01R-1514-07,hnsc,tumor,2.874596461
TCGA-BA-5557-01A-01R-1514-07,hnsc,tumor,2.015014298
TCGA-BA-5558-01A-01R-1514-07,hnsc,tumor,2.389590212
TCGA-BA-5559-01A-01R-1514-07,hnsc,tumor,2.702488961
TCGA-BA-6868-01B-12R-1915-07,hnsc,tumor,1.953331446
TCGA-BA-6869-01A-11R-1873-07,hnsc,tumor,3.273643352
TCGA-BA-6870-01A-11R-1873-07,hnsc,tumor,2.984936386
TCGA-BA-6871-01A-11R-1873-07,hnsc,tumor,2.478151867
TCGA-BA-6872-01A-11R-1873-07,hnsc,tumor,1.892021271
TCGA-BA-6873-01A-11R-1873-07,hnsc,tumor,2.1440618
TCGA-BA-7269-01A-11R-2016-07,hnsc,tumor,2.385508871
TCGA-BA-A4IF-01A-11R-A266-07,hnsc,tumor,2.315075051
TCGA-BA-A4IG-01A-11R-A266-07,hnsc,tumor,2.743163773
TCGA-BA-A4IH-01A-11R-A266-07,hnsc,tumor,2.724537773
TCGA-BA-A4II-01A-11R-A266-07,hnsc,tumor,2.862175505
TCGA-BA-A6D8-01A-31R-A31N-07,hnsc,tumor,2.139639151
TCGA-BA-A6DA-01A-31R-A31N-07,hnsc,tumor,2.438000533
TCGA-BA-A6DB-01A-11R-A30B-07,hnsc,tumor,2.426064546
TCGA-BA-A6DD-01A-12R-A31N-07,hnsc,tumor,2.241013539
TCGA-BA-A6DE-01A-22R-A31N-07,hnsc,tumor,2.3769566
TCGA-BA-A6DG-01A-21R-A30B-07,hnsc,tumor,1.738833711
TCGA-BA-A6DI-01A-11R-A30B-07,hnsc,tumor,2.540683907
TCGA-BA-A6DJ-01A-11R-A30B-07,hnsc,tumor,2.392002428
TCGA-BA-A6DL-01A-21R-A30B-07,hnsc,tumor,2.991362404
TCGA-BA-A8YP-01A-11R-A39I-07,hnsc,tumor,2.038226867
TCGA-BB-4217-01A-11R-2081-07,hnsc,tumor,2.441835249
TCGA-BB-4223-01A-01R-1436-07,hnsc,tumor,2.699484487
TCGA-BB-4224-01A-01R-1436-07,hnsc,tumor,2.564017331
TCGA-BB-4225-01A-01R-1436-07,hnsc,tumor,2.886315684
TCGA-BB-4227-01A-01R-1873-07,hnsc,tumor,2.3948646
TCGA-BB-4228-01A-01R-1436-07,hnsc,tumor,2.400874314
TCGA-BB-7861-01A-11R-2232-07,hnsc,tumor,2.492053064
TCGA-BB-7862-01A-21R-2232-07,hnsc,tumor,2.205868084
TCGA-BB-7863-01A-11R-2232-07,hnsc,tumor,2.129289772
TCGA-BB-7864-01A-11R-2232-07,hnsc,tumor,1.833669723
TCGA-BB-7866-01A-11R-2232-07,hnsc,tumor,2.580888961
TCGA-BB-7870-01A-11R-2232-07,hnsc,tumor,2.76077252
TCGA-BB-7871-01A-11R-2232-07,hnsc,tumor,1.559410854
TCGA-BB-7872-01A-11R-2232-07,hnsc,tumor,2.104487626
TCGA-BB-8596-01A-11R-2403-07,hnsc,tumor,1.419972685
TCGA-BB-8601-01A-11R-2403-07,hnsc,tumor,2.919611031
TCGA-BB-A5HU-01A-11R-A28V-07,hnsc,tumor,2.423288557
TCGA-BB-A5HY-01A-11R-A28V-07,hnsc,tumor,2.586809609
TCGA-BB-A5HZ-01A-21R-A28V-07,hnsc,tumor,2.856676716
TCGA-BB-A6UM-01A-12R-A34R-07,hnsc,tumor,2.806800115
TCGA-BB-A6UO-01A-12R-A34R-07,hnsc,tumor,1.363979903
TCGA-C9-A47Z-01A-11R-A24H-07,hnsc,tumor,2.261693359
